area,accommodation type,0-4,5-15,16-17,18-20,21-24,25-29,30+
E00042837,Living in another household type,0,0,0,1,0,0,0
E00042837,all student household,0,0,0,0,0,0,0
E00042837,communal establishment: Other,0,0,0,0,0,0,0
E00042837,communal establishment: University,0,0,0,0,0,0,0
E00042837,parents,0,29,6,2,2,0,0
E00042838,Does not apply,9,0,0,7,11,24,210
E00042838,Living alone,0,0,0,0,0,0,0
E00042838,Living in another household type,0,0,0,0,0,2,0
E00042838,all student household,0,0,0,1,4,0,0
E00042838,communal establishment: Other,0,0,0,0,0,0,0
E00042838,communal establishment: University,0,0,0,0,0,0,0
E00042838,parents,0,31,3,3,1,0,0
E00042839,Does not apply,6,0,0,1,4,6,192
E00042839,Living alone,0,0,0,0,0,0,0
E00042839,Living in another household type,0,0,0,0,0,0,0
E00042839,all student household,0,0,0,0,0,0,0
E00042839,communal establishment: Other,0,0,0,0,0,0,0
E00042839,communal establishment: University,0,0,0,0,0,0,0
E00042839,parents,0,22,3,2,0,1,0
E00042840,Does not apply,23,0,0,0,13,20,144
E00042840,Living alone,0,0,0,0,0,0,0
E00042840,Living in another household type,0,0,0,0,1,1,0
E00042840,all student household,0,0,0,0,2,0,0
E00042840,communal establishment: Other,0,0,0,0,0,0,0
E00042840,communal establishment: University,0,0,0,0,0,0,0
E00042840,parents,0,24,2,2,0,0,0
E00042841,Does not apply,12,1,1,7,8,23,157
E00042841,Living alone,0,0,0,0,0,0,0
E00042841,Living in another household type,0,0,0,0,0,0,1
E00042841,all student household,0,0,0,7,0,0,0
E00042841,communal establishment: Other,0,0,0,0,0,0,0
E00042841,communal establishment: University,0,0,0,0,0,0,0
E00042841,parents,0,23,1,3,0,0,0
E00042842,Does not apply,15,0,0,4,4,5,197
E00042842,Living alone,0,0,0,0,0,0,0
E00042842,Living in another household type,0,1,0,0,0,0,0
E00042842,all student household,0,0,0,0,0,0,0
E00042842,communal establishment: Other,0,0,0,0,0,0,0
E00042842,communal establishment: University,0,0,0,0,0,0,0
E00042842,parents,0,27,3,2,3,0,0
E00042843,Does not apply,16,0,0,4,16,24,206
E00042843,Living alone,0,0,0,0,0,0,0
E00042843,Living in another household type,0,0,0,0,0,0,1
E00042843,all student household,0,0,0,0,0,0,0
E00042843,communal establishment: Other,0,0,0,0,0,0,0
E00042843,communal establishment: University,0,0,0,0,0,0,0
E00042843,parents,0,28,7,8,1,0,1
E00042844,Does not apply,14,0,0,4,8,13,202
E00042844,Living alone,0,0,0,0,0,0,0
E00042844,Living in another household type,0,0,0,1,0,0,0
E00042844,all student household,0,0,0,0,0,0,0
E00042844,communal establishment: Other,0,0,0,0,0,0,0
E00042844,communal establishment: University,0,0,0,0,0,0,0
E00042844,parents,0,35,0,2,1,0,0
E00042845,Does not apply,8,0,1,4,5,6,190
E00042845,Living alone,0,0,0,0,0,0,0
E00042845,Living in another household type,0,0,0,0,0,0,0
E00042845,all student household,0,0,0,0,3,0,0
E00042845,communal establishment: Other,0,0,0,0,0,0,0
E00042845,communal establishment: University,0,0,0,0,0,0,0
E00042845,parents,0,14,4,1,1,0,0
E00042846,Does not apply,14,0,1,3,12,11,188
E00042846,Living alone,0,0,0,0,0,0,0
E00042846,Living in another household type,0,0,0,0,0,0,0
E00042846,all student household,0,0,0,0,2,0,0
E00042846,communal establishment: Other,0,0,0,0,0,0,0
E00042846,communal establishment: University,0,0,0,0,0,0,0
E00042846,parents,0,23,1,2,1,0,0
E00042847,Does not apply,18,0,0,5,13,13,201
E00042847,Living alone,0,0,0,0,0,0,0
E00042847,Living in another household type,0,0,0,0,0,0,0
E00042847,all student household,0,0,0,0,3,0,0
E00042847,communal establishment: Other,0,0,0,0,0,0,0
E00042847,communal establishment: University,0,0,0,0,0,0,0
E00042847,parents,0,40,4,1,0,0,0
E00042848,Does not apply,42,0,3,8,42,46,214
E00042848,Living alone,0,0,0,0,0,0,0
E00042848,Living in another household type,0,0,0,1,0,0,1
E00042848,all student household,0,0,0,0,0,0,1
E00042848,communal establishment: Other,0,0,0,0,0,0,0
E00042848,communal establishment: University,0,0,0,0,0,0,0
E00042848,parents,0,36,6,2,4,0,0
E00042849,Does not apply,20,0,0,5,14,19,197
E00042849,Living alone,0,0,0,0,0,0,0
E00042849,Living in another household type,0,1,0,0,0,0,2
E00042849,all student household,0,0,0,0,0,0,0
E00042849,communal establishment: Other,0,0,0,0,0,0,0
E00042849,communal establishment: University,0,0,0,0,0,0,0
E00042849,parents,0,31,8,0,0,0,0
E00042850,Does not apply,15,0,0,4,9,20,164
E00042850,Living alone,0,0,0,0,0,0,0
E00042850,Living in another household type,0,0,0,0,0,0,0
E00042850,all student household,0,0,0,0,0,0,1
E00042850,communal establishment: Other,0,0,0,0,0,0,0
E00042850,communal establishment: University,0,0,0,0,0,0,0
E00042850,parents,0,24,3,2,0,0,0
E00042851,Does not apply,13,0,0,2,15,23,171
E00042851,Living alone,0,0,0,0,0,0,0
E00042851,Living in another household type,0,0,0,0,7,1,0
E00042851,all student household,0,0,0,0,0,0,0
E00042851,communal establishment: Other,0,0,0,0,0,0,0
E00042851,communal establishment: University,0,0,0,0,0,0,0
E00042851,parents,0,30,4,2,4,0,0
E00042852,Does not apply,13,0,0,6,12,16,249
E00042852,Living alone,0,0,0,1,0,0,0
E00042852,Living in another household type,0,0,0,0,1,2,0
E00042852,all student household,0,0,0,0,0,0,0
E00042852,communal establishment: Other,0,0,0,0,0,0,0
E00042852,communal establishment: University,0,0,0,0,0,0,0
E00042852,parents,0,32,7,6,4,0,0
E00042853,Does not apply,1,0,0,4,3,11,193
E00042853,Living alone,0,0,0,0,0,0,0
E00042853,Living in another household type,0,2,0,0,0,1,1
E00042853,all student household,0,0,0,0,0,0,0
E00042853,communal establishment: Other,0,0,0,0,0,0,0
E00042853,communal establishment: University,0,0,0,0,0,0,0
E00042853,parents,0,11,1,0,0,0,0
E00042854,Does not apply,2,0,0,2,4,11,170
E00042854,Living alone,0,0,0,0,0,0,0
E00042854,Living in another household type,0,0,0,0,0,0,0
E00042854,all student household,0,0,0,0,0,0,0
E00042854,communal establishment: Other,0,0,0,0,0,0,0
E00042854,communal establishment: University,0,0,0,0,0,0,0
E00042854,parents,0,21,4,4,1,0,0
E00042855,Does not apply,7,0,2,3,10,9,195
E00042855,Living alone,0,0,0,0,0,0,0
E00042855,Living in another household type,0,0,0,0,0,0,1
E00042855,all student household,0,0,0,0,5,0,0
E00042855,communal establishment: Other,0,0,0,0,0,0,0
E00042855,communal establishment: University,0,0,0,0,0,0,0
E00042855,parents,0,24,2,5,0,0,0
E00042856,Does not apply,11,0,0,4,8,14,191
E00042856,Living alone,0,0,0,0,0,0,0
E00042856,Living in another household type,0,0,0,0,0,0,0
E00042856,all student household,0,0,0,0,0,0,1
E00042856,communal establishment: Other,0,0,0,0,0,0,0
E00042856,communal establishment: University,0,0,0,0,0,0,0
E00042856,parents,0,20,2,3,1,0,0
E00042857,Does not apply,14,0,0,5,16,20,227
E00042857,Living alone,0,0,0,0,0,0,0
E00042857,Living in another household type,0,1,0,0,1,0,0
E00042857,all student household,0,0,0,0,0,0,0
E00042857,communal establishment: Other,0,0,0,0,0,0,0
E00042857,communal establishment: University,0,0,0,0,0,0,0
E00042857,parents,0,33,6,3,1,0,0
E00042858,Does not apply,16,0,0,0,6,9,210
E00042858,Living alone,0,0,0,0,0,0,0
E00042858,Living in another household type,0,0,0,0,0,0,0
E00042858,all student household,0,0,0,0,0,0,0
E00042858,communal establishment: Other,0,0,0,0,0,0,0
E00042858,communal establishment: University,0,0,0,0,0,0,0
E00042858,parents,0,34,4,1,3,0,0
E00042859,Does not apply,8,0,0,1,9,11,242
E00042859,Living alone,0,0,0,0,0,0,0
E00042859,Living in another household type,0,0,0,0,0,0,0
E00042859,all student household,0,0,0,0,6,0,0
E00042859,communal establishment: Other,0,0,0,0,0,0,0
E00042859,communal establishment: University,0,0,0,0,0,0,0
E00042859,parents,0,37,5,3,5,0,0
E00042860,Does not apply,8,0,0,0,10,15,199
E00042860,Living alone,0,0,0,0,0,0,0
E00042860,Living in another household type,0,1,0,3,0,0,1
E00042860,all student household,0,0,0,0,0,2,0
E00042860,communal establishment: Other,0,0,0,0,0,0,0
E00042860,communal establishment: University,0,0,0,0,0,0,0
E00042860,parents,0,14,1,5,1,0,0
E00042861,Does not apply,6,0,0,1,4,5,214
E00042861,Living alone,0,0,0,0,0,0,0
E00042861,Living in another household type,0,0,0,0,1,0,0
E00042861,all student household,0,0,0,0,0,0,0
E00042861,communal establishment: Other,0,0,0,0,0,0,0
E00042861,communal establishment: University,0,0,0,0,0,0,0
E00042861,parents,0,5,0,4,0,0,1
E00042862,Does not apply,6,0,0,4,10,16,177
E00042862,Living alone,0,0,0,0,1,0,0
E00042862,Living in another household type,0,1,0,0,1,0,1
E00042862,all student household,0,0,0,0,0,0,0
E00042862,communal establishment: Other,0,0,0,0,0,0,0
E00042862,communal establishment: University,0,0,0,0,0,0,0
E00042862,parents,0,18,5,2,1,0,0
E00042863,Does not apply,23,0,6,4,13,17,209
E00042863,Living alone,0,0,0,0,0,0,1
E00042863,Living in another household type,0,1,1,0,1,0,1
E00042863,all student household,0,0,0,0,0,0,0
E00042863,communal establishment: Other,0,0,0,0,0,0,0
E00042863,communal establishment: University,0,0,0,0,0,0,0
E00042863,parents,0,47,13,6,1,0,0
E00042864,Does not apply,6,0,0,1,5,7,236
E00042864,Living alone,0,0,0,0,0,0,0
E00042864,Living in another household type,0,0,0,0,0,0,1
E00042864,all student household,0,0,0,0,0,0,0
E00042864,communal establishment: Other,0,0,0,0,0,0,0
E00042864,communal establishment: University,0,0,0,0,0,0,0
E00042864,parents,0,29,3,7,0,0,0
E00042865,Does not apply,9,0,0,5,6,8,250
E00042865,Living alone,0,0,0,0,0,0,0
E00042865,Living in another household type,0,0,0,1,0,0,1
E00042865,all student household,0,0,0,0,0,0,0
E00042865,communal establishment: Other,0,0,0,0,0,0,0
E00042865,communal establishment: University,0,0,0,0,0,0,0
E00042865,parents,0,25,3,2,1,1,0
E00042866,Does not apply,27,0,0,2,15,23,312
E00042866,Living alone,0,0,0,0,0,0,0
E00042866,Living in another household type,0,0,0,0,1,0,3
E00042866,all student household,0,0,0,0,0,0,0
E00042866,communal establishment: Other,0,0,0,0,0,0,0
E00042866,communal establishment: University,0,0,0,0,0,0,0
E00042866,parents,0,44,4,2,3,0,0
E00042867,Does not apply,10,0,1,5,11,8,204
E00042867,Living alone,0,0,0,0,0,0,0
E00042867,Living in another household type,0,0,0,0,0,0,0
E00042867,all student household,0,0,0,0,0,0,0
E00042867,communal establishment: Other,0,0,0,0,0,0,0
E00042867,communal establishment: University,0,0,0,0,0,0,0
E00042867,parents,0,42,5,6,3,0,0
E00042868,Does not apply,9,0,0,3,11,7,177
E00042868,Living alone,0,0,0,0,0,0,0
E00042868,Living in another household type,0,1,0,0,0,1,0
E00042868,all student household,0,0,0,0,0,0,0
E00042868,communal establishment: Other,0,0,0,0,0,0,0
E00042868,communal establishment: University,0,0,0,0,0,0,0
E00042868,parents,0,32,2,3,3,0,0
E00042869,Does not apply,10,0,0,3,12,13,209
E00042869,Living alone,0,0,0,0,0,0,0
E00042869,Living in another household type,0,0,0,0,1,1,0
E00042869,all student household,0,0,0,0,0,0,0
E00042869,communal establishment: Other,0,0,0,0,0,0,0
E00042869,communal establishment: University,0,0,0,0,0,0,0
E00042869,parents,0,26,4,2,1,0,0
E00042870,Does not apply,13,0,0,3,5,8,220
E00042870,Living alone,0,0,0,0,0,0,0
E00042870,Living in another household type,0,4,0,0,0,0,0
E00042870,all student household,0,0,0,0,0,0,0
E00042870,communal establishment: Other,0,0,0,0,0,0,0
E00042870,communal establishment: University,0,0,0,0,0,0,0
E00042870,parents,0,25,3,2,0,0,0
E00042871,Does not apply,6,0,0,5,6,14,193
E00042871,Living alone,0,0,0,0,0,0,0
E00042871,Living in another household type,0,2,0,1,0,0,1
E00042871,all student household,0,0,0,0,0,0,0
E00042871,communal establishment: Other,0,0,0,0,0,0,0
E00042871,communal establishment: University,0,0,0,0,0,0,0
E00042871,parents,0,23,5,1,3,0,0
E00042872,Does not apply,9,0,0,3,9,12,185
E00042872,Living alone,0,0,0,0,0,0,1
E00042872,Living in another household type,0,0,0,0,0,0,0
E00042872,all student household,0,0,0,0,0,0,0
E00042872,communal establishment: Other,0,0,0,0,0,0,0
E00042872,communal establishment: University,0,0,0,0,0,0,0
E00042872,parents,0,15,1,3,2,0,0
E00042873,Does not apply,28,0,0,5,21,45,147
E00042873,Living alone,0,0,0,0,2,0,0
E00042873,Living in another household type,0,6,0,0,6,14,4
E00042873,all student household,0,0,0,0,15,11,1
E00042873,communal establishment: Other,0,0,0,0,0,0,0
E00042873,communal establishment: University,0,0,0,0,0,0,0
E00042873,parents,0,41,4,4,2,0,0
E00042874,Does not apply,38,0,2,11,22,63,218
E00042874,Living alone,0,0,0,0,1,1,2
E00042874,Living in another household type,0,0,2,0,7,14,16
E00042874,all student household,0,0,0,6,18,14,0
E00042874,communal establishment: Other,0,0,0,0,0,0,0
E00042874,communal establishment: University,0,0,0,0,0,0,0
E00042874,parents,0,66,8,7,3,0,0
E00042875,Does not apply,32,0,0,5,18,58,195
E00042875,Living alone,0,0,0,0,3,2,2
E00042875,Living in another household type,0,0,0,3,7,3,5
E00042875,all student household,0,0,0,6,30,17,4
E00042875,communal establishment: Other,0,0,0,0,0,0,0
E00042875,communal establishment: University,0,0,0,0,0,0,0
E00042875,parents,0,57,7,7,1,0,0
E00042876,Does not apply,16,0,0,7,22,18,238
E00042876,Living alone,0,0,0,0,0,0,0
E00042876,Living in another household type,0,2,1,0,0,0,2
E00042876,all student household,0,0,0,0,4,0,0
E00042876,communal establishment: Other,0,0,0,0,0,0,0
E00042876,communal establishment: University,0,0,0,0,0,0,0
E00042876,parents,0,64,10,6,3,2,0
E00042877,Does not apply,37,0,1,8,25,43,192
E00042877,Living alone,0,0,0,0,3,0,1
E00042877,Living in another household type,0,5,0,0,5,7,7
E00042877,all student household,0,0,0,5,13,10,4
E00042877,communal establishment: Other,0,0,0,0,0,0,0
E00042877,communal establishment: University,0,0,0,0,0,0,0
E00042877,parents,0,90,11,4,4,2,1
E00042878,Does not apply,26,1,0,10,26,35,205
E00042878,Living alone,0,0,0,0,2,1,2
E00042878,Living in another household type,0,0,1,2,9,3,7
E00042878,all student household,0,0,0,0,5,1,1
E00042878,communal establishment: Other,0,0,0,0,0,0,0
E00042878,communal establishment: University,0,0,0,0,0,0,0
E00042878,parents,0,83,10,12,3,0,0
E00042879,Does not apply,38,0,0,10,17,31,233
E00042879,Living alone,0,0,0,0,1,0,0
E00042879,Living in another household type,0,4,0,0,5,1,3
E00042879,all student household,0,0,0,1,7,2,0
E00042879,communal establishment: Other,0,0,0,0,0,0,0
E00042879,communal establishment: University,0,0,0,0,0,0,0
E00042879,parents,0,89,16,16,3,1,0
E00042880,Does not apply,21,0,1,4,9,33,232
E00042880,Living alone,0,0,0,0,0,0,0
E00042880,Living in another household type,0,4,1,1,1,0,1
E00042880,all student household,0,0,0,0,2,3,0
E00042880,communal establishment: Other,0,0,0,0,0,0,0
E00042880,communal establishment: University,0,0,0,0,0,0,0
E00042880,parents,0,61,12,8,6,3,1
E00042881,Does not apply,24,0,1,2,19,28,196
E00042881,Living alone,0,0,0,1,0,0,1
E00042881,Living in another household type,0,0,0,0,0,0,2
E00042881,all student household,0,0,0,0,5,2,0
E00042881,communal establishment: Other,0,0,0,0,0,0,0
E00042881,communal establishment: University,0,0,0,0,0,0,0
E00042881,parents,0,58,5,6,2,1,0
E00042882,Does not apply,57,0,0,7,15,36,292
E00042882,Living alone,0,0,0,0,2,0,0
E00042882,Living in another household type,0,0,0,0,1,0,2
E00042882,all student household,0,0,0,0,0,0,0
E00042882,communal establishment: Other,0,0,0,0,0,0,0
E00042882,communal establishment: University,0,0,0,0,0,0,0
E00042882,parents,0,115,18,13,6,2,0
E00042883,Does not apply,27,0,0,6,11,11,217
E00042883,Living alone,0,0,0,0,0,0,0
E00042883,Living in another household type,0,0,0,0,0,1,0
E00042883,all student household,0,0,0,0,0,2,0
E00042883,communal establishment: Other,0,0,0,0,0,0,0
E00042883,communal establishment: University,0,0,0,0,0,0,0
E00042883,parents,0,50,7,5,3,0,0
E00042884,Does not apply,23,0,0,2,12,18,201
E00042884,Living alone,0,0,0,0,0,0,0
E00042884,Living in another household type,0,0,0,1,1,1,3
E00042884,all student household,0,0,0,0,1,0,0
E00042884,communal establishment: Other,0,0,0,0,0,0,0
E00042884,communal establishment: University,0,0,0,0,0,0,0
E00042884,parents,0,53,0,3,0,0,0
E00042885,Does not apply,20,0,0,6,12,28,137
E00042885,Living alone,0,0,0,0,0,0,0
E00042885,Living in another household type,0,0,0,1,0,1,3
E00042885,all student household,0,0,0,0,3,0,1
E00042885,communal establishment: Other,0,0,0,0,0,0,0
E00042885,communal establishment: University,0,0,0,0,0,0,0
E00042885,parents,0,30,7,3,0,0,0
E00042886,Does not apply,30,0,0,4,11,33,178
E00042886,Living alone,0,0,0,0,1,0,0
E00042886,Living in another household type,0,0,0,0,2,1,3
E00042886,all student household,0,0,0,0,3,1,1
E00042886,communal establishment: Other,0,0,0,0,0,0,0
E00042886,communal establishment: University,0,0,0,0,0,0,0
E00042886,parents,0,35,3,4,2,1,0
E00042887,Does not apply,30,0,0,4,12,23,176
E00042887,Living alone,0,0,0,0,0,1,0
E00042887,Living in another household type,0,0,0,0,1,0,1
E00042887,all student household,0,0,0,0,0,0,2
E00042887,communal establishment: Other,0,0,0,0,0,0,0
E00042887,communal establishment: University,0,0,0,0,0,0,0
E00042887,parents,0,47,8,4,0,0,0
E00042888,Does not apply,32,0,2,3,23,16,239
E00042888,Living alone,0,0,0,0,0,0,0
E00042888,Living in another household type,0,1,0,0,1,0,4
E00042888,all student household,0,0,0,0,0,0,1
E00042888,communal establishment: Other,0,0,0,0,0,0,0
E00042888,communal establishment: University,0,0,0,0,0,0,0
E00042888,parents,0,99,13,6,4,0,0
E00042889,Does not apply,18,0,0,3,14,29,251
E00042889,Living alone,0,0,0,0,0,0,0
E00042889,Living in another household type,0,0,2,0,0,0,1
E00042889,all student household,0,0,0,0,0,0,0
E00042889,communal establishment: Other,0,0,0,0,0,0,0
E00042889,communal establishment: University,0,0,0,0,0,0,0
E00042889,parents,0,45,7,10,7,0,1
E00042890,Does not apply,18,0,0,7,19,21,217
E00042890,Living alone,0,0,0,0,0,0,1
E00042890,Living in another household type,0,0,0,0,2,1,1
E00042890,all student household,0,0,0,2,0,2,1
E00042890,communal establishment: Other,0,0,0,0,0,0,0
E00042890,communal establishment: University,0,0,0,0,0,0,0
E00042890,parents,0,70,17,5,3,1,0
E00042891,Does not apply,16,0,0,4,11,7,194
E00042891,Living alone,0,0,0,0,0,0,0
E00042891,Living in another household type,0,2,0,0,0,0,0
E00042891,all student household,0,0,0,5,0,0,0
E00042891,communal establishment: Other,0,0,0,0,0,0,0
E00042891,communal establishment: University,0,0,0,0,0,0,0
E00042891,parents,0,26,7,2,1,0,0
E00042892,Does not apply,23,0,3,4,7,19,197
E00042892,Living alone,0,0,0,0,0,0,0
E00042892,Living in another household type,0,4,0,0,0,0,4
E00042892,all student household,0,0,0,0,0,0,0
E00042892,communal establishment: Other,0,0,0,0,0,0,0
E00042892,communal establishment: University,0,0,0,0,0,0,0
E00042892,parents,0,83,14,10,2,0,0
E00042893,Does not apply,35,2,0,3,6,20,208
E00042893,Living alone,0,0,0,0,0,0,0
E00042893,Living in another household type,0,0,0,0,0,0,1
E00042893,all student household,0,0,0,4,1,2,0
E00042893,communal establishment: Other,0,0,0,0,0,0,0
E00042893,communal establishment: University,0,0,0,0,0,0,0
E00042893,parents,0,38,9,15,2,0,0
E00042894,Does not apply,29,0,3,6,19,30,231
E00042894,Living alone,0,0,0,0,0,0,0
E00042894,Living in another household type,0,3,0,0,0,1,1
E00042894,all student household,0,0,0,0,2,6,0
E00042894,communal establishment: Other,0,0,0,0,0,0,0
E00042894,communal establishment: University,0,0,0,0,0,0,0
E00042894,parents,0,77,12,11,3,1,0
E00042895,Does not apply,28,0,1,1,4,18,213
E00042895,Living alone,0,0,0,0,0,0,0
E00042895,Living in another household type,0,3,0,0,0,3,2
E00042895,all student household,0,0,0,0,0,0,0
E00042895,communal establishment: Other,0,0,0,0,0,0,0
E00042895,communal establishment: University,0,0,0,0,0,0,0
E00042895,parents,0,41,7,4,0,0,0
E00042896,Does not apply,20,0,0,1,7,20,210
E00042896,Living alone,0,0,0,0,1,1,0
E00042896,Living in another household type,0,0,1,1,8,1,0
E00042896,all student household,0,0,0,0,9,0,0
E00042896,communal establishment: Other,0,0,0,0,0,0,0
E00042896,communal establishment: University,0,0,0,0,0,0,0
E00042896,parents,0,58,7,2,3,0,0
E00042897,Does not apply,35,0,0,5,15,16,272
E00042897,Living alone,0,0,0,0,0,0,0
E00042897,Living in another household type,0,0,2,1,2,0,3
E00042897,all student household,0,0,0,0,0,0,0
E00042897,communal establishment: Other,0,0,0,0,0,0,0
E00042897,communal establishment: University,0,0,0,0,0,0,0
E00042897,parents,0,68,12,5,3,0,0
E00042898,Does not apply,37,0,0,6,15,37,178
E00042898,Living alone,0,0,0,3,0,2,2
E00042898,Living in another household type,0,2,0,3,13,8,3
E00042898,all student household,0,0,0,0,21,6,0
E00042898,communal establishment: Other,0,0,0,0,0,0,0
E00042898,communal establishment: University,0,0,0,0,0,0,0
E00042898,parents,0,72,6,9,4,2,0
E00042899,Does not apply,43,0,1,6,16,37,217
E00042899,Living alone,0,0,0,0,1,0,0
E00042899,Living in another household type,0,2,0,1,7,12,9
E00042899,all student household,0,0,0,4,69,10,0
E00042899,communal establishment: Other,0,6,0,0,0,0,0
E00042899,communal establishment: University,0,0,0,0,0,0,0
E00042899,parents,0,94,7,8,2,1,0
E00042900,Does not apply,15,0,0,1,28,43,170
E00042900,Living alone,0,0,0,0,0,4,3
E00042900,Living in another household type,0,1,0,1,12,22,14
E00042900,all student household,0,0,0,13,23,8,7
E00042900,communal establishment: Other,0,3,1,0,0,0,0
E00042900,communal establishment: University,0,0,0,0,0,0,0
E00042900,parents,0,34,8,4,2,0,0
E00042901,Does not apply,18,0,1,0,14,39,105
E00042901,Living alone,0,0,0,0,0,0,1
E00042901,Living in another household type,0,1,1,1,6,4,8
E00042901,all student household,0,0,0,3,30,13,3
E00042901,communal establishment: Other,0,0,0,0,0,0,0
E00042901,communal establishment: University,0,0,0,0,0,0,0
E00042901,parents,0,28,5,3,6,1,0
E00042902,Does not apply,24,0,0,6,13,19,189
E00042902,Living alone,0,0,0,0,0,1,0
E00042902,Living in another household type,0,2,0,1,5,0,4
E00042902,all student household,0,0,0,0,1,1,0
E00042902,communal establishment: Other,0,0,0,0,0,0,0
E00042902,communal establishment: University,0,0,0,0,0,0,0
E00042902,parents,0,90,10,9,3,0,1
E00042903,Does not apply,44,1,1,6,9,28,148
E00042903,Living alone,0,0,0,0,1,0,0
E00042903,Living in another household type,0,1,0,2,2,4,11
E00042903,all student household,0,0,0,2,13,9,2
E00042903,communal establishment: Other,0,0,0,0,0,0,0
E00042903,communal establishment: University,0,0,0,0,0,0,0
E00042903,parents,0,47,1,0,2,2,0
E00042904,Does not apply,24,0,2,5,9,33,185
E00042904,Living alone,0,0,0,0,1,0,0
E00042904,Living in another household type,0,0,0,0,0,1,2
E00042904,all student household,0,0,0,0,0,0,0
E00042904,communal establishment: Other,0,0,0,0,0,0,0
E00042904,communal establishment: University,0,0,0,0,0,0,0
E00042904,parents,0,64,4,11,0,0,2
E00042905,Does not apply,22,0,1,3,5,16,141
E00042905,Living alone,0,0,0,0,0,0,0
E00042905,Living in another household type,0,0,0,0,2,1,3
E00042905,all student household,0,0,0,0,0,1,0
E00042905,communal establishment: Other,0,0,0,0,0,0,0
E00042905,communal establishment: University,0,0,0,0,0,0,0
E00042905,parents,0,35,3,2,0,0,0
E00042906,Does not apply,19,0,0,7,12,20,164
E00042906,Living alone,0,0,0,0,0,0,0
E00042906,Living in another household type,0,0,0,0,0,0,0
E00042906,all student household,0,0,0,0,0,0,0
E00042906,communal establishment: Other,0,0,0,0,0,0,0
E00042906,communal establishment: University,0,0,0,0,0,0,0
E00042906,parents,0,42,3,3,0,0,0
E00042907,Does not apply,20,0,1,13,17,20,183
E00042907,Living alone,0,0,0,0,0,0,0
E00042907,Living in another household type,0,0,1,0,0,0,0
E00042907,all student household,0,0,0,0,0,0,1
E00042907,communal establishment: Other,0,0,0,0,0,0,0
E00042907,communal establishment: University,0,0,0,0,0,0,0
E00042907,parents,0,43,6,3,0,0,2
E00042908,Does not apply,16,2,1,7,12,24,189
E00042908,Living alone,0,0,0,0,0,0,0
E00042908,Living in another household type,0,2,0,0,0,0,0
E00042908,all student household,0,0,0,0,0,0,0
E00042908,communal establishment: Other,0,0,0,0,0,0,0
E00042908,communal establishment: University,0,0,0,0,0,0,0
E00042908,parents,0,47,7,2,1,0,0
E00042909,Does not apply,11,0,0,3,9,13,186
E00042909,Living alone,0,0,0,0,0,0,0
E00042909,Living in another household type,0,0,0,0,0,0,1
E00042909,all student household,0,0,0,0,0,0,0
E00042909,communal establishment: Other,0,0,0,0,0,0,0
E00042909,communal establishment: University,0,0,0,0,0,0,0
E00042909,parents,0,18,4,1,0,0,0
E00042910,Does not apply,23,0,1,1,7,14,238
E00042910,Living alone,0,0,0,0,0,0,0
E00042910,Living in another household type,0,0,0,2,0,0,0
E00042910,all student household,0,0,0,0,0,0,0
E00042910,communal establishment: Other,0,0,0,0,0,0,0
E00042910,communal establishment: University,0,0,0,0,0,0,0
E00042910,parents,0,28,3,2,0,0,0
E00042911,Does not apply,15,0,0,7,21,53,273
E00042911,Living alone,0,0,1,0,0,0,0
E00042911,Living in another household type,0,0,0,0,0,2,0
E00042911,all student household,0,0,0,0,0,0,0
E00042911,communal establishment: Other,0,0,0,0,0,0,0
E00042911,communal establishment: University,0,0,0,0,0,0,0
E00042911,parents,0,41,11,6,0,0,0
E00042912,Does not apply,31,0,1,5,12,34,408
E00042912,Living alone,0,0,0,0,0,0,0
E00042912,Living in another household type,0,0,0,0,1,0,3
E00042912,all student household,0,0,0,0,0,0,0
E00042912,communal establishment: Other,0,0,0,0,0,0,0
E00042912,communal establishment: University,0,0,0,0,0,0,0
E00042912,parents,0,90,18,9,1,0,0
E00042913,Does not apply,31,0,0,3,8,41,377
E00042913,Living alone,0,0,0,0,0,0,0
E00042913,Living in another household type,0,8,2,0,0,1,2
E00042913,all student household,0,0,0,0,0,0,0
E00042913,communal establishment: Other,0,0,0,0,0,0,0
E00042913,communal establishment: University,0,0,0,0,0,0,0
E00042913,parents,0,51,9,4,4,0,0
E00042914,Does not apply,13,0,0,7,13,14,153
E00042914,Living alone,0,0,0,0,0,0,0
E00042914,Living in another household type,0,0,0,0,0,0,2
E00042914,all student household,0,0,0,0,0,0,0
E00042914,communal establishment: Other,0,0,0,0,0,0,0
E00042914,communal establishment: University,0,0,0,0,0,0,0
E00042914,parents,0,36,5,4,0,0,0
E00042915,Does not apply,16,0,0,7,11,14,186
E00042915,Living alone,0,0,0,0,0,0,0
E00042915,Living in another household type,0,0,0,1,0,0,1
E00042915,all student household,0,0,0,0,0,0,0
E00042915,communal establishment: Other,0,0,0,0,0,0,0
E00042915,communal establishment: University,0,0,0,0,0,0,0
E00042915,parents,0,41,10,6,3,0,0
E00042916,Does not apply,31,0,1,15,17,17,211
E00042916,Living alone,0,0,0,0,0,0,0
E00042916,Living in another household type,0,1,0,0,0,0,1
E00042916,all student household,0,0,0,0,0,0,0
E00042916,communal establishment: Other,0,0,0,0,0,0,0
E00042916,communal establishment: University,0,0,0,0,0,0,0
E00042916,parents,0,55,8,5,1,2,0
