Code,Name,Primary Role Name,Postcode,Is Operated By - Code,latitude,longitude,msoa
RVV03,Royal Victoria Hospital,NHS TRUST SITE,CT195BN,RVV,51.086144,1.171551,E02005107
RGT49,Royston Hospital,NHS TRUST SITE,SG89EN,RGT,52.04153,-0.022385,E02004910
RTK48,Runnymede Hospital,NHS TRUST SITE,KT160RQ,RTK,51.377975,-0.524124,E02006400
R1L20,Runwell Hospital,NHS TRUST SITE,SS117XX,R1L,51.633013,0.543374,E02004505
RP1F4,Rushden Hospital,NHS TRUST SITE,NN109JS,RP1,52.283173,-0.595566,E02005638
M7L2T,Russells Hall Hospital Elective Surgical Hub,NHS TRUST SITE,DY12HQ,RNA,52.502944,-2.118518,E02002012
RTR12,Rutson Hospital,NHS TRUST SITE,DL78EN,RTR,54.341415,-1.43453,E02007042
RX2C0,Rye Memorial Hospital,NHS TRUST SITE,TN317UD,RX2,50.9619,0.731169,E02004393
RHQRC,Ryegate Childrens Hospital,NHS TRUST SITE,S105DD,RHQ,53.378284,-1.510815,E02001640
RXPRY,Ryhope General Hospital,NHS TRUST SITE,SR20LS,RXP,54.866509,-1.3635,E02001818
RGT50,Saffron Walden Community Hospital,NHS TRUST SITE,CB113HY,RGT,52.0236,0.256305,E02004592
RMC10,Salford Royal Hospital,NHS TRUST SITE,M68HD,RMC,53.487545,-2.323424,E02001177
RHU26,Salisbury District Hospital,NHS TRUST SITE,SP28BJ,RHU,51.043946,-1.789823,E02006672
RYJ06,Samaritan Hospital For Women,NHS TRUST SITE,NW15JD,RYJ,51.522838,-0.151539,E02000970
RREPG,Samuel Johnson Hospital,NHS TRUST SITE,WS136EF,RRE,52.685937,-1.81547,E02006150
RCX08,Sandringham Private Hospital,NHS TRUST SITE,PE304HJ,RCX,52.757843,0.447177,E02005560
RXK01,Sandwell General Hospital,NHS TRUST SITE,B714HJ,RXK,52.528091,-1.988866,E02002059
RN313,Savernake Hospital,NHS TRUST SITE,SN83HL,RN3,51.415406,-1.704914,E02006636
RR854,Scarborough Hospital,NHS TRUST SITE,YO126QL,RR8,54.281708,-0.434753,E02005803
RFSAD,Scarsdale Hospital,NHS TRUST SITE,S417PF,RFS,53.239008,-1.430923,E02004064
N8M6D,Schoen Hospital London,NHS TRUST SITE,W1U2SB,R1L,51.516582,-0.150005,E02000970
RH809,Scott Hospital,NHS TRUST SITE,PL22PQ,RH8,50.390649,-4.161893,E02003134
RR858,Scunthorpe General Hospital,NHS TRUST SITE,DN157BH,RR8,53.587582,-0.667599,E02002757
RR814,Seacroft Hospital,NHS TRUST SITE,LS146UH,RR8,53.80659,-1.470904,E02002390
RX2F2,Seaford Day Hospital,NHS TRUST SITE,BN251SS,RX2,50.774415,0.107637,E02004391
RBZ86,Seaton Hospital,NHS TRUST SITE,EX122UU,RBZ,50.711803,-3.071506,E02004138
RXPCL,Sedgefield Community Hospital,NHS TRUST SITE,TS213EE,RXP,54.661885,-1.448492,E02004339
RCD6D,Selby War Memorial Hospital,NHS TRUST SITE,YO89BX,RCD,53.777485,-1.078335,E02005814
RXTD0,Selly Oak Hospital,NHS TRUST SITE,B296JD,RXT,52.43665,-1.937514,E02001922
RW1CL,Serenity Path Hospital,NHS TRUST SITE,SO211HD,RW1,51.062401,-1.283554,E02004834
RXY5H,Sevenoaks Hospital,NHS TRUST SITE,TN133PH,RXY,51.287842,0.195742,E02005096
RCUEF,Sheffield Childrens Hospital,NHS TRUST SITE,S102TH,RCU,53.380599,-1.490629,E02001640
M8A4V,Sheffield Northern General Hospital,NHS TRUST SITE,S57JD,RHQ,53.413309,-1.463925,E02001625
RHQPH,Sheffield Teaching Hospitals,NHS TRUST SITE,S102QD,RHQ,53.376269,-1.499593,E02001646
J6D7L,Sheffield Teaching Hospitals Nhs Foundation Trust,NHS TRUST SITE,S102RX,RHQ,53.378472,-1.493465,E02001640
RWF15,Sheppey Community Hospital,NHS TRUST SITE,ME123LT,RWF,51.415409,0.793061,E02005118
RD167,Shepton Mallet Community Hospital,NHS TRUST SITE,BA44PG,RD1,51.190575,-2.562486,E02006055
RAE2H,Shipley Hospital,NHS TRUST SITE,BD183LT,RAE,53.833433,-1.786281,E02002202
RWJ97,Shire Hill Hospital,NHS TRUST SITE,SK137QP,RWJ,53.453379,-1.937363,E02004095
RVRJ5,Shirley Oaks Hospital,NHS TRUST SITE,CR98AB,RVR,51.382299,-0.056352,E02000211
RTDAJ,Shotley Bridge Hospital Site,NHS TRUST SITE,DH80NB,RTD,54.869081,-1.842798,E02004298
B6Q2K,Shrewsbury Court Hospital,NHS TRUST SITE,RH16YY,RXX,51.23708,-0.179232,E02006384
RNU74,Shrublands Day Hospital,NHS TRUST SITE,HP136AQ,RNU,51.627438,-0.739748,E02003711
RBZ83,Sidmouth Hospital,NHS TRUST SITE,EX108EW,RBZ,50.68161,-3.239655,E02004140
RTF24,Sir G.B. Hunter Memorial Hospital,NHS TRUST SITE,NE287PB,RTF,54.99611,-1.531281,E02001766
RRE58,Sir Robert Peel Community Hospital,NHS TRUST SITE,B783NG,RRE,52.620665,-1.723867,E02006157
RVVQA,Sittingbourne Memorial Hospital,NHS TRUST SITE,ME104DT,RVV,51.334602,0.736543,E02005127
RWDLB,Skegness & District General Hospital,NHS TRUST SITE,PE252BS,RWD,53.145179,0.332257,E02005437
RCF31,Skipton General Hospital,NHS TRUST SITE,BD232RJ,RCF,53.955694,-2.019013,E02005747
RRJ22,Solihull Hospital,NHS TRUST SITE,B912JL,RRJ,52.417123,-1.774365,E02002096
RA773,South Bristol Community Hospital,NHS TRUST SITE,BS140DE,RA7,51.412858,-2.583357,E02003058
RJN40,South Cheshire Private Hospital,NHS TRUST SITE,CW14QP,RJN,53.118536,-2.478368,E02007030
RXTM0,South Drug Intervention Programme Hospital Prescriber,NHS TRUST SITE,B303HN,RXT,52.41562,-1.924363,E02001949
RK935,South Hams Hospital,NHS TRUST SITE,TQ71AT,RK9,50.288709,-3.778826,E02004198
A2A2Y,South Molton Hospital,NHS TRUST SITE,EX364DP,RH8,51.017013,-3.839455,E02004187
RXPCX,South Moor Hospital Site,NHS TRUST SITE,DH96DF,RXP,54.857281,-1.688923,E02004301
I9U7R,South Newton Hospital,NHS TRUST SITE,SP20QD,RNZ,51.107224,-1.876015,E02006664
J7Q2V,South Petherton Hospital,NHS TRUST SITE,TA135EF,RH8,50.953148,-2.79828,E02006084
RX454,South Tyneside District General Hospital,NHS TRUST SITE,NE340PL,RX4,54.971208,-1.428468,E02001778
RHM01,Southampton General Hospital,NHS TRUST SITE,SO166YD,RHM,50.933019,-1.435104,E02003558
RAJ01,Southend Hospital,NHS TRUST SITE,SS00RY,RAJ,51.553838,0.688617,E02003282
RAJ45,Southend Private Hospital,NHS TRUST SITE,SS09AG,RAJ,51.550029,0.699746,E02003282
RX226,Southlands Hospital,NHS TRUST SITE,BN436TQ,RX2,50.840752,-0.256119,E02006537
RVJ01,Southmead Hospital,NHS TRUST SITE,BS105NB,RVJ,51.494806,-2.591016,E02003015
RMY72,Southwold Hospital,NHS TRUST SITE,IP186LD,RMY,52.329435,1.679966,E02006315
RVVWY,Spencer Private Hospital Qeqm,NHS TRUST SITE,CT94BG,RVV,51.377178,1.387926,E02005135
RPA44,Spire Alexandra Hospital,NHS TRUST SITE,ME59PG,RPA,51.327936,0.526527,E02005068
C9K0U,Spire Bristol Hospital,NHS TRUST SITE,BS66UT,RH8,51.472044,-2.614865,E02003028
RRF67,Spire Cheshire Hospital,NHS TRUST SITE,WA44LU,RRF,53.33747,-2.576344,E02002613
RHM0Y,Spire Dunedin Hospital Oncology Department,NHS TRUST SITE,RG16HJ,RHM,51.449943,-0.985028,E02003401
D9N7C,Spire Fylde Coast Hospital,NHS TRUST SITE,FY38BP,RXN,53.826052,-3.019585,E02002641
RWG0A,Spire Harpenden Hospital,NHS TRUST SITE,AL54BP,RWG,51.82813,-0.360392,E02004924
RF4LE,Spire Hartswood Hospital,NHS TRUST SITE,CM133LE,RF4,51.600416,0.293055,E02004471
RWYA4,Spire Hospital,NHS TRUST SITE,HX59EB,RWY,53.688776,-1.828928,E02002268
RM352,Spire Hospital Manchester,NHS TRUST SITE,M168AJ,RM3,53.453303,-2.263231,E02001072
REMBD,Spire Hospitals,NHS TRUST SITE,L181HQ,REM,53.38527,-2.924117,E02001388
RWA66,Spire Hull And East Riding Hospitals,NHS TRUST SITE,HU107AZ,RWA,53.739254,-0.435027,E02002717
RR809,Spire Leeds Hospital,NHS TRUST SITE,LS81NT,RR8,53.832485,-1.513933,E02002361
RBK90,Spire Little Aston Hospital,NHS TRUST SITE,B743UP,RBK,52.599606,-1.875583,E02006156
RWA0D,Spire Methley Park Hospital,NHS TRUST SITE,LS269HG,RWA,53.740443,-1.423325,E02002429
RBL99,Spire Murrayfield Hospital,NHS TRUST SITE,CH611AU,RBL,53.349272,-3.080113,E02001500
RBK94,Spire Parkway Hospital,NHS TRUST SITE,B912PP,RBK,52.421884,-1.763136,E02002095
RM12N,Spire Private Hospital,NHS TRUST SITE,NR47TD,RM1,52.627123,1.225751,E02005598
RJN03,Spire Regency Hospital,NHS TRUST SITE,SK118DW,RJN,53.260123,-2.137814,E02003869
RNZ53,Spire Southampton Hospital,NHS TRUST SITE,SO166UY,RNZ,50.930607,-1.432728,E02003558
RTDAX,Spire Washington Hospital,NHS TRUST SITE,NE389JZ,RTD,54.879364,-1.559116,E02001815
RAJ47,Spire Wellesley Hospital,NHS TRUST SITE,SS24XH,RAJ,51.554395,0.727589,E02003284
RL130,Spire Yale Hospital,NHS TRUST SITE,LL137YP,RL1,53.048988,-3.01411,W02000088
RQY01,Springfield University Hospital,NHS TRUST SITE,SW177DJ,RQY,51.437358,-0.172348,E02000949
RDY10,St. Anns Hospital,NHS TRUST SITE,BH137LN,RDY,50.699151,-1.928109,E02003211
RAX61,St. Anthonys Hospital,NHS TRUST SITE,SM39DW,RAX,51.37992,-0.220794,E02000847
RJ801,St. Austell Community Hospital,NHS TRUST SITE,PL266AD,RJ8,50.327877,-4.772363,E02003964
RK912,St. Barnabas Hospital,NHS TRUST SITE,PL124BU,RK9,50.407319,-4.214082,E02003900
RQX42,St. Bartholomews Hospital,NHS TRUST SITE,EC1A9DS,RQX,51.518602,-0.100127,E02000001
RXY5J,St. Bartholomews Hospital,NHS TRUST SITE,ME11DS,RXY,51.382574,0.514747,E02003328
RV320,St. Charles Hospital,NHS TRUST SITE,W106DZ,RV3,51.522362,-0.217218,E02000578
RQX43,St. Clements Hospital,NHS TRUST SITE,E16LP,RQX,51.516339,-0.072273,E02000878
RMYMV,St. Clements Hospital,NHS TRUST SITE,IP38LS,RMY,52.050631,1.192627,E02006252
RNS02,St. Edmunds Hospital,NHS TRUST SITE,NN14ES,RNS,52.243521,-0.872086,E02005671
RRE11,St. Georges Hospital,NHS TRUST SITE,ST163AG,RRE,52.810983,-2.110513,E02006196
RX4E2,St. Georges Hospital Site,NHS TRUST SITE,NE612NU,RX4,55.178558,-1.682805,E02005721
U1K7X,St. Georges University Hospitals Nhs Ft Clinical Research Facility,NHS TRUST SITE,SW170RE,RJ7,51.427798,-0.175228,E02000956
RBN02,St. Helens Hospital,NHS TRUST SITE,WA93DA,RBN,53.439528,-2.718901,E02001419
RVR05,St. Helier Hospital,NHS TRUST SITE,SM51AA,RVR,51.380188,-0.183708,E02000841
R1CF2,St. James Hospital,NHS TRUST SITE,PO48LD,R1C,50.796944,-1.050118,E02003540
RLQ96,St. Josephs Hospital,NHS TRUST SITE,NP206ZE,RLQ,51.618242,-3.005004,W02000348
RJE89,St. Judes Hospital,NHS TRUST SITE,ST50LZ,RJE,53.018642,-2.216614,E02006168
RD311,St. Leonards Hospital,NHS TRUST SITE,BH242RR,RD3,50.81726,-1.856578,E02004246
RGR43,St. Leonards Hospital,NHS TRUST SITE,CO102RQ,RGR,52.03903,0.736343,E02006233
RAE05,St. Lukes Hospital,NHS TRUST SITE,BD50NA,RAE,53.783714,-1.760706,E02002230
RXGHH,St. Lukes Hospital,NHS TRUST SITE,HD45RQ,RXG,53.634648,-1.810137,E02002317
RWELS,St. Lukes Hospital,NHS TRUST SITE,LE167BN,RWE,52.48721,-0.93109,E02005373
RHW23,St. Marks Hospital,NHS TRUST SITE,SL66DU,RHW,51.524779,-0.74489,E02003426
RD132,St. Martins Hospital,NHS TRUST SITE,BA25RP,RD1,51.358169,-2.372621,E02003001
RXYRF,St. Martins Hospital Staff Flats,NHS TRUST SITE,CT11AZ,RXY,51.276859,1.106171,E02005023
RNZ28,St. Marys General Hospital,NHS TRUST SITE,PO36DR,RNZ,50.800122,-1.063932,E02003540
RWE10,St. Marys Hospital,NHS TRUST SITE,LE131SJ,RWE,52.765938,-0.877296,E02005392
RY612,St. Marys Hospital,NHS TRUST SITE,LS123QE,RY6,53.799904,-1.612399,E02002396
RP1A1,St. Marys Hospital,NHS TRUST SITE,NN157PW,RP1,52.3941,-0.7222,E02005647
RHU28,St. Marys Hospital,NHS TRUST SITE,PO305TG,RHU,50.710832,-1.301363,E02003588
REF89,St. Marys Hospital,NHS TRUST SITE,TR210LE,REF,49.913052,-6.309288,E02006781
RV3CP,St. Marys Hospital,NHS TRUST SITE,W21NY,RV3,51.516969,-0.173569,E02000974
RWW10,St. Marys Hospital,NHS TRUST SITE,WA28DB,RWW,53.406099,-2.592449,E02002600
RCBN2,St. Marys Hospital,NHS TRUST SITE,YO127SN,RCB,54.284736,-0.404516,E02005800
RGDAV,St. Marys House Day Hospital,NHS TRUST SITE,LS73JX,RGD,53.821038,-1.534962,E02002371
RA707,St. Michaels Hospital,NHS TRUST SITE,BS28EG,RA7,51.459131,-2.599391,E02006951
RDEE5,St. Michaels Hospital,NHS TRUST SITE,CM72QU,RDE,51.879566,0.541215,E02004454
RALC8,St. Michaels Hospital,NHS TRUST SITE,EN20JB,RAL,51.662127,-0.084383,E02000284
RY334,St. Michaels Hospital,NHS TRUST SITE,NR116NA,RY3,52.792529,1.23926,E02005520
REF02,St. Michaels Hospital,NHS TRUST SITE,TR274JA,REF,50.180352,-5.424423,E02003944
RRE13,St. Michaels Hospital,NHS TRUST SITE,WS136EE,RRE,52.684716,-1.81711,E02006150
RCB05,St. Monicas Hospital,NHS TRUST SITE,YO613JD,RCB,54.118402,-1.189328,E02005759
RX4E4,St. Nicholas Hospital,NHS TRUST SITE,NE33XT,RX4,55.006488,-1.6331,E02001713
RTG05,St. Oswalds Hospital,NHS TRUST SITE,DE61DR,RTG,53.012862,-1.737589,E02004076
RV3DY,St. Pancras Hospital,NHS TRUST SITE,NW10PE,RV3,51.53665,-0.131658,E02000184
R1LAL,St. Peters Hospital,NHS TRUST SITE,CM96EG,R1L,51.730005,0.671966,E02004558
RDU09,St. Peters Hospital Angio Lab,NHS TRUST SITE,KT160PZ,RDU,51.377832,-0.52706,E02006400
A4E7R,St. Richards Hospital,NHS TRUST SITE,PO196SE,RYR,50.843553,-0.768027,E02006568
RJ122,St. Thomas Hospital,NHS TRUST SITE,SE17EH,RJ1,51.497959,-0.118905,E02006801
RWJ04,St. Thomas Hospital,NHS TRUST SITE,SK38DN,RWJ,53.400271,-2.160796,E02001200
RALAL,St.. Albans City Hospital,NHS TRUST SITE,AL35PN,RAL,51.760074,-0.343963,E02004932
RK965,St.. Austell Community Hospital,NHS TRUST SITE,PL266AA,RK9,50.327141,-4.77305,E02003964
RP405,St.. Bartholomews Hospital,NHS TRUST SITE,EC1A7BE,RP4,51.51775,-0.100404,E02000001
RBL01,St.. Catherines Hospital,NHS TRUST SITE,CH420LQ,RBL,53.380029,-3.026531,E02001487
RQWG1,St.. Margarets Hospital,NHS TRUST SITE,CM166TN,RQW,51.704295,0.12393,E02004531
A3J3M,St..Anns Hospital,NHS TRUST SITE,N153TH,RKE,51.580625,-0.092097,E02000423
RRE01,Stafford County Hospital,NHS TRUST SITE,ST163SA,RRE,52.811291,-2.097785,E02006196
RY522,Stamford And Rutland Hospital,NHS TRUST SITE,PE91UA,RY5,52.655371,-0.468751,E02005491
RTE04,Standish Hospital Site,NHS TRUST SITE,GL103HA,RTE,51.7575,-2.267151,E02004653
RT205,Stepping Hill Hospital Mental Health Services,NHS TRUST SITE,SK27JE,RT2,53.383778,-2.13202,E02001213
RWK4R,Steppingley Hospital,NHS TRUST SITE,MK451AB,RWK,52.012285,-0.511827,E02003614
A2L4A,Stoke Mandeville Hospital,NHS TRUST SITE,HP218AL,RXQ,51.797983,-0.801989,E02003670
T5C0K,Stoneygate Eye Hospital,NHS TRUST SITE,LE22PN,RWE,52.613202,-1.102569,E02002858
RJC27,Stratford Hospital,NHS TRUST SITE,CV376NX,RJC,52.195265,-1.7134,E02006512
A1Y9P,Stratton Hospital,NHS TRUST SITE,EX239BR,RH8,50.830745,-4.517539,E02003931
RTDAD,Street Community Hospital,NHS TRUST SITE,DH33AT,RTD,54.850934,-1.575063,E02004294
RWW06,Stretford Memorial Hospital,NHS TRUST SITE,M160DU,RWW,53.452883,-2.2741,E02001262
RTE26,Stroud General Hospital,NHS TRUST SITE,GL52HY,RTE,51.743022,-2.208136,E02004656
RTE27,Stroud Maternity Hospital,NHS TRUST SITE,GL52JB,RTE,51.742293,-2.208857,E02004656
T6R4A,Sulis Hospital Bath Elective Surgical Hub,NHS TRUST SITE,BA28SQ,RD1,51.311327,-2.416516,E02003006
RX4J5,Sunderland Royal Hospital,NHS TRUST SITE,SR47TP,RX4,54.902214,-1.410327,E02001801
RQY46,Surbiton Hospital,NHS TRUST SITE,KT66EZ,RQY,51.390825,-0.299929,E02000610
A0V3F,Sussex Eye Hospital,NHS TRUST SITE,BN25BF,RYR,50.818794,-0.117636,E02003521
RXH19,Sussex Nuffield Hospital,NHS TRUST SITE,BN26DX,RXH,50.834518,-0.081925,E02003507
RYW20,Sutton Cottage Hospital,NHS TRUST SITE,B721QH,RYW,52.559036,-1.825915,E02001835
RVR06,Sutton Hospital,NHS TRUST SITE,SM25NF,RVR,51.345455,-0.191069,E02000861
RY33E,Swaffham Community Hospital,NHS TRUST SITE,PE377HL,RY3,52.65095,0.691686,E02005509
RDZ17,Swanage Community Hospital,NHS TRUST SITE,BH192ES,RDZ,50.60551,-1.961213,E02004268
RT279,Tameside General Hospital,NHS TRUST SITE,OL69RW,RT2,53.49153,-2.071433,E02001235
RBT22,Tarporley War Memorial Hospital,NHS TRUST SITE,CW60AP,RBT,53.159215,-2.666738,E02003891
RK922,Tavistock Hospital,NHS TRUST SITE,PL198LD,RK9,50.547178,-4.153576,E02004233
RQY78,Teddington Memorial Hospital,NHS TRUST SITE,TW110LR,RQY,51.425036,-0.340266,E02000804
RTR0B,Tees Valley Hospital,NHS TRUST SITE,TS57DX,RTR,54.54643,-1.251004,E02002507
RBZ3H,Teignmouth Hospital,NHS TRUST SITE,TQ149BQ,RBZ,50.548369,-3.511159,E02004210
R1AAN,Tenbury Community Hospital,NHS TRUST SITE,WR158AP,R1A,52.315288,-2.589547,E02006046
A2E9W,Tetbury Hospital,NHS TRUST SITE,GL88XB,RTQ,51.635175,-2.154744,E02004625
RTQ87,Tewkesbury General Hospital,NHS TRUST SITE,GL205QN,RTQ,51.992156,-2.152471,E02004667
A2D3F,Tewkesbury Hospital,NHS TRUST SITE,GL205GJ,RTQ,51.99229,-2.153433,E02004667
RA232,Thames Valley Nuffield Hospital,NHS TRUST SITE,SL36NH,RA2,51.542787,-0.572415,E02003692
RVVP2,The Bmi Chaucer Hospital,NHS TRUST SITE,CT47AR,RVV,51.261726,1.087475,E02005025
RVJ15,The Bristol Nuffield Hospital,NHS TRUST SITE,BS81JU,RVJ,51.455349,-2.607487,E02006951
RAJ50,The Chelmsford Private Day Surgery Hospital,NHS TRUST SITE,CM20PP,RAJ,51.730523,0.471595,E02006978
RTHT1,The Cherwell Hospital,NHS TRUST SITE,OX169FG,RTH,52.054051,-1.334584,E02005927
RWA18,The East Riding Community Hospital,NHS TRUST SITE,HU170FA,RWA,53.852777,-0.413174,E02002699
RRK64,The Edgbaston Hospital,NHS TRUST SITE,B152QQ,RRK,52.457585,-1.932892,E02001905
RVJ50,The Elms Day Hospital,NHS TRUST SITE,BS351DG,RVJ,51.609847,-2.524187,E02003090
RTHH2,The Foscote Hospital,NHS TRUST SITE,OX169XP,RTH,52.053337,-1.330994,E02005927
RDEEE,The Fryatt Hospital And Mayflower Medical Centre,NHS TRUST SITE,CO124EX,RDE,51.933436,1.260654,E02004574
RV346,The Gordon Hospital,NHS TRUST SITE,SW1V2RH,RV3,51.492338,-0.135789,E02000980
RN325,The Great Western Hospital,NHS TRUST SITE,SN36BB,RN3,51.538528,-1.7272,E02003219
T4R9G,The Harborne Hospital,NHS TRUST SITE,B152FQ,RRK,52.468732,-1.909774,E02001900
RRF69,The Highfield Hospital,NHS TRUST SITE,OL114LZ,RRF,53.606502,-2.167505,E02001141
V9Z9K,The Huddersfield Hospital,NHS TRUST SITE,HD22BL,RWY,53.658349,-1.798743,E02002297
A2K4Z,The Italian Hospital,NHS TRUST SITE,WC1N3AJ,RP4,51.520916,-0.121664,E02000193
RTRAT,The James Cook University Hospital,NHS TRUST SITE,TS43BW,RTR,54.551755,-1.214805,E02002506
RWDXT,The Johnson Community Hospital,NHS TRUST SITE,PE113PB,RWD,52.802684,-0.152663,E02005469
RF4TK,The Kings Oak Private Hospital,NHS TRUST SITE,EN28SD,RF4,51.667899,-0.105568,E02000286
N5U0P,The Lancaster Hospital,NHS TRUST SITE,LA13RH,RXN,54.043191,-2.795408,E02005234
R1H83,The London Chest Hospital,NHS TRUST SITE,E29JX,R1H,51.532184,-0.049499,E02000865
RVVMA,The Maidstone Hospital,NHS TRUST SITE,ME169QQ,RVV,51.273662,0.483974,E02005075
RYG12,The Manor Hospital,NHS TRUST SITE,CV115HX,RYG,52.526988,-1.477708,E02006479
RXH63,The Montefiore Hospital,NHS TRUST SITE,BN31RD,RXH,50.831848,-0.154872,E02003510
RVR60,The New Epsom & Ewell Cottage Hospital,NHS TRUST SITE,KT198PB,RVR,51.341707,-0.301654,E02006343
S0W9V,The Newcastle Upon Tyne Hospitals Nhs Foundation Trust,NHS TRUST SITE,NE14LP,RTD,54.98022,-1.618869,E02007099
RVRA7,The Old Cottage Hospital,NHS TRUST SITE,KT174BL,RVR,51.334461,-0.255324,E02006342
RX3YK,The Orchards Day Hospital,NHS TRUST SITE,HG41HZ,RX3,54.139094,-1.520219,E02005764
RHQP1,The Park Hospital,NHS TRUST SITE,NG58RX,RHQ,53.050094,-1.142886,E02005865
RX253,"The Pearson Unit, Midhurst Community Hospital",NHS TRUST SITE,GU299AW,RX2,50.993474,-0.735087,E02006564
B1M2H,The Pines Hospital,NHS TRUST SITE,M224RZ,RHQ,53.393866,-2.252758,E02001093
RR861,The Princess Royal Hospital,NHS TRUST SITE,HU89HD,RR8,53.774574,-0.278441,E02002661
RNZ63,The Ridgeway Hospital,NHS TRUST SITE,SN49DD,RNZ,51.525325,-1.786161,E02003236
RP415,The Royal London Hospital,NHS TRUST SITE,E11BB,RP4,51.519019,-0.058106,E02000880
RRV60,The Royal London Hospital For Integrated Medicine,NHS TRUST SITE,WC1N3HR,RRV,51.521739,-0.121399,E02000193
RPY03,The Royal Marsden Hospital,NHS TRUST SITE,KT27QB,RPY,51.414826,-0.282601,E02000600
RPY01,The Royal Marsden Hospital,NHS TRUST SITE,SW36JJ,RPY,51.490561,-0.172565,E02000595
RAN01,The Royal National Orthopaedic Hospital,NHS TRUST SITE,HA74LP,RAN,51.632566,-0.310435,E02000433
A4C2E,The Royal Oldham Hospital,NHS TRUST SITE,OL12JH,RM3,53.553248,-2.121831,E02001113
RPA84,The Sloane Hospital,NHS TRUST SITE,BR35HS,RPA,51.408332,-0.00436,E02000138
RPA88,The Somerfield Hospital,NHS TRUST SITE,ME160DU,RPA,51.277762,0.507226,E02005070
RX1SP,The Spire Hospital Nottingham,NHS TRUST SITE,NG124GA,RX1,52.9119,-1.084066,E02005917
A2C8N,The Vale Hospital,NHS TRUST SITE,GL114BA,RTQ,51.688047,-2.353364,E02004664
RKEQ4,The Whittington Hospital,NHS TRUST SITE,N195NF,RKE,51.566482,-0.139066,E02000557
RKEHC,The Whittington Hospital At Hornsey Central,NHS TRUST SITE,N88JD,RKE,51.583422,-0.131013,E02000418
RKENH,The Whittington Hospital At Northern Health Centre,NHS TRUST SITE,N76LB,RKE,51.560939,-0.123596,E02000560
RVJ05,Thornbury Hospital,NHS TRUST SITE,BS351DN,RVJ,51.61167,-2.518894,E02003090
RHQAC,Thornbury Hospital,NHS TRUST SITE,S103BR,RHQ,53.374535,-1.517275,E02001648
R1L50,Thurrock Community Hospital,NHS TRUST SITE,RM162PX,R1L,51.496376,0.336225,E02003304
RP5TR,Tickhill Road Hospital,NHS TRUST SITE,DN48QN,RP5,53.494823,-1.145978,E02001566
RH853,Tiverton And District Hospital,NHS TRUST SITE,EX166NT,RH8,50.909404,-3.492967,E02004168
RAX08,Tolworth Hospital,NHS TRUST SITE,KT67QU,RAX,51.379085,-0.288494,E02000614
RWF10,Tonbridge Cottage Hospital Stroke Unit,NHS TRUST SITE,TN110NE,RWF,51.178069,0.273465,E02005161
RH878,Torbay District General Hospital,NHS TRUST SITE,TQ27AA,RH8,50.482316,-3.553804,E02003156
RA907,Torbay Hospital Annexe,NHS TRUST SITE,TQ27BA,RA9,50.485602,-3.555957,E02003156
RBZ98,Torrington Hospital,NHS TRUST SITE,EX387BJ,RBZ,50.954726,-4.136969,E02004225
RK904,Totnes Community Hospital,NHS TRUST SITE,TQ95GH,RK9,50.432772,-3.684189,E02004191
RWXLF,Townlands Hospital,NHS TRUST SITE,RG92EB,RWX,51.539467,-0.909668,E02005973
RHW04,Townlands Memorial Hospital,NHS TRUST SITE,RG92DR,RHW,51.538741,-0.90797,E02005973
RM321,Trafford General Hospital,NHS TRUST SITE,M415SL,RM3,53.45406,-2.370681,E02001263
RK903,Treliske Hospital,NHS TRUST SITE,TR13LJ,RK9,50.266686,-5.091464,E02003909
RH5T8,Trinity Hospital,NHS TRUST SITE,TA13JG,RH5,51.013945,-3.091628,E02006108
RN334,Trowbridge Community Hospital,NHS TRUST SITE,BA148PH,RN3,51.325295,-2.209882,E02006684
RPA87,Tunbridge Wells Hospital,NHS TRUST SITE,TN24UL,RPA,51.131519,0.278039,E02005170
RN7C4,Tunbridge Wells Hospital At Pembury,NHS TRUST SITE,TN24QJ,RN7,51.148451,0.307498,E02005165
RTQ77,Tyndale Centre Day Hospital,NHS TRUST SITE,GL114JX,RTQ,51.680587,-2.354508,E02004664
RXCH3,Uckfield Hospital,NHS TRUST SITE,TN377PT,RXC,50.88769,0.561978,E02004368
RRVEW,Uclh Outreach: Bmi Bishops Wood Hospital,NHS TRUST SITE,HA62JW,RRV,51.616452,-0.446521,E02000494
RRVTG,Uclh Outreach: Bmi The Garden Hospital,NHS TRUST SITE,NW41RP,RRV,51.593715,-0.224578,E02000055
RRV82,Uclh Outreach: London Bridge Hospital,NHS TRUST SITE,SE12PR,RRV,51.506327,-0.085893,E02006941
RRV81,Uclh Outreach: Portland Hospital,NHS TRUST SITE,W1W5AH,RRV,51.523185,-0.14435,E02000970
RRV97,Uclh Outreach: Royal Berkshire Hospital,NHS TRUST SITE,RG15AN,RRV,51.451022,-0.95933,E02003402
RRV80,Uclh Outreach: The Lister Hospital,NHS TRUST SITE,SW1W8RH,RRV,51.486519,-0.150502,E02000982
RRV92,Uclh Outreach: The Princess Grace Hospital,NHS TRUST SITE,W1U5NY,RRV,51.522365,-0.152928,E02000970
RA7PH,Uh Bristol Private Hospitals,NHS TRUST SITE,BS28HW,RA7,51.459182,-2.59614,E02006951
RRV03,University College Hospital,NHS TRUST SITE,NW12BU,RRV,51.524891,-0.136911,E02000191
