msoa,accommodation type,0-4,5-15,16-17,18-20,21-24,25-29,30+
E02000447,communal establishment: University,0,0,0,0,0,0,0
E02000447,parents,0,1184,205,133,88,8,1
E02000448,Does not apply,400,0,2,37,228,323,4719
E02000448,Living alone,0,0,0,0,1,1,1
E02000448,Living in another household type,0,24,1,6,4,14,20
E02000448,all student household,0,0,0,0,0,0,3
E02000448,communal establishment: Other,0,0,0,0,0,0,0
E02000448,communal establishment: University,0,0,0,0,0,0,0
E02000448,parents,0,991,173,74,34,7,1
E02000449,Does not apply,506,5,11,96,364,599,5100
E02000449,Living alone,0,0,0,1,0,0,2
E02000449,Living in another household type,0,37,11,10,29,49,72
E02000449,all student household,0,0,0,3,4,5,2
E02000449,communal establishment: Other,0,0,0,0,0,0,0
E02000449,communal establishment: University,0,0,0,0,0,0,0
E02000449,parents,0,946,164,171,88,15,5
E02000451,Does not apply,354,0,3,39,187,335,4493
E02000451,Living alone,0,0,0,0,0,1,1
E02000451,Living in another household type,0,6,4,8,15,14,47
E02000451,all student household,0,0,0,0,2,3,5
E02000451,communal establishment: Other,0,0,0,0,0,0,0
E02000451,communal establishment: University,0,0,0,0,0,0,0
E02000451,parents,0,875,148,126,38,8,1
E02000452,Does not apply,705,1,2,88,357,728,5601
E02000452,Living alone,0,0,0,20,9,3,12
E02000452,Living in another household type,0,24,5,20,62,49,103
E02000452,all student household,0,0,0,17,15,19,20
E02000452,communal establishment: Other,0,0,3,0,1,2,2
E02000452,communal establishment: University,0,0,0,0,0,0,0
E02000452,parents,0,1242,178,149,47,13,3
E02000453,Does not apply,577,5,3,59,290,597,5168
E02000453,Living alone,0,0,0,2,3,2,6
E02000453,Living in another household type,0,14,5,17,22,33,59
E02000453,all student household,0,0,3,7,1,0,6
E02000453,communal establishment: Other,0,0,0,0,0,0,0
E02000453,communal establishment: University,0,0,0,0,0,0,0
E02000453,parents,0,1096,188,123,63,18,3
E02000454,Does not apply,360,1,1,42,215,356,4705
E02000454,Living alone,0,0,0,0,0,0,0
E02000454,Living in another household type,0,6,1,7,16,14,15
E02000454,all student household,0,0,0,3,0,0,3
E02000454,communal establishment: Other,0,0,0,0,0,0,0
E02000454,communal establishment: University,0,0,0,0,0,0,0
E02000454,parents,0,1245,178,125,48,8,1
E02000455,Does not apply,907,7,3,68,371,1081,7175
E02000455,Living alone,0,0,0,7,17,11,6
E02000455,Living in another household type,0,27,5,14,46,67,137
E02000455,all student household,0,2,0,30,44,8,13
E02000455,communal establishment: Other,0,1,15,35,0,3,0
E02000455,communal establishment: University,0,0,0,0,0,0,0
E02000455,parents,0,1218,145,138,72,16,6
E02000456,Does not apply,443,1,1,87,303,562,4854
E02000456,Living alone,0,0,0,1,1,3,5
E02000456,Living in another household type,0,63,29,40,24,27,41
E02000456,all student household,0,0,0,1,7,2,6
E02000456,communal establishment: Other,0,0,0,0,0,0,0
E02000456,communal establishment: University,0,0,0,0,0,0,0
E02000456,parents,0,915,162,137,69,14,6
E02000457,Does not apply,312,4,1,52,249,477,4540
E02000457,Living alone,0,0,0,1,4,3,4
E02000457,Living in another household type,0,11,1,7,13,14,27
E02000457,all student household,0,0,0,1,9,5,9
E02000457,communal establishment: Other,0,0,0,0,0,0,0
E02000457,communal establishment: University,0,0,0,0,0,0,0
E02000457,parents,0,954,148,128,75,18,3
E02000459,Does not apply,624,14,3,71,308,607,5654
E02000459,Living alone,0,0,0,1,3,1,3
E02000459,Living in another household type,0,22,8,12,33,36,61
E02000459,all student household,0,0,0,4,7,4,17
E02000459,communal establishment: Other,0,0,0,0,3,0,0
E02000459,communal establishment: University,0,0,0,0,0,0,0
E02000459,parents,0,1325,211,193,86,11,1
E02000460,Does not apply,498,2,9,63,323,480,4226
E02000460,Living alone,0,0,0,3,2,2,3
E02000460,Living in another household type,0,19,8,5,21,27,35
E02000460,all student household,0,0,0,0,2,0,9
E02000460,communal establishment: Other,0,0,1,4,0,0,0
E02000460,communal establishment: University,0,0,0,0,0,0,0
E02000460,parents,0,1123,181,173,78,18,1
E02000461,Does not apply,407,1,4,52,221,428,4260
E02000461,Living alone,0,1,0,0,1,1,2
E02000461,Living in another household type,0,11,6,12,18,14,45
E02000461,all student household,0,0,1,2,8,7,6
E02000461,communal establishment: Other,0,318,311,113,9,0,0
E02000461,communal establishment: University,0,0,0,0,0,0,0
E02000461,parents,0,735,128,78,52,7,7
E02000462,Does not apply,390,0,6,50,233,476,4317
E02000462,Living alone,0,0,0,0,1,2,6
E02000462,Living in another household type,0,17,3,9,22,21,55
E02000462,all student household,0,0,2,2,10,6,10
E02000462,communal establishment: Other,0,0,0,0,0,0,0
E02000462,communal establishment: University,0,0,0,0,0,0,0
E02000462,parents,0,929,163,151,86,9,3
E02000463,Does not apply,424,1,3,70,387,524,5215
E02000463,Living alone,0,0,1,1,0,1,3
E02000463,Living in another household type,0,18,7,4,26,10,37
E02000463,all student household,0,0,0,0,1,1,7
E02000463,communal establishment: Other,0,0,0,0,0,0,0
E02000463,communal establishment: University,0,0,0,0,0,0,0
E02000463,parents,0,1325,283,215,109,14,6
E02000464,Does not apply,499,7,7,145,359,415,4718
E02000464,Living alone,0,0,0,0,0,0,5
E02000464,Living in another household type,0,17,6,6,1,11,43
E02000464,all student household,0,2,0,0,0,4,15
E02000464,communal establishment: Other,0,0,0,0,0,0,4
E02000464,communal establishment: University,0,0,0,0,0,0,0
E02000464,parents,0,1173,183,102,40,10,2
E02000465,Does not apply,661,8,20,169,380,541,5506
E02000465,Living alone,0,0,0,0,0,3,9
E02000465,Living in another household type,0,23,2,3,11,5,57
E02000465,all student household,0,0,0,0,0,2,16
E02000465,communal establishment: Other,0,0,0,0,0,0,0
E02000465,communal establishment: University,0,0,0,0,0,0,0
E02000465,parents,0,1536,222,115,48,9,3
E02000466,Does not apply,626,4,28,169,411,527,5550
E02000466,Living alone,0,0,0,0,2,0,5
E02000466,Living in another household type,0,18,10,3,5,9,33
E02000466,all student household,0,0,0,0,0,1,10
E02000466,communal establishment: Other,0,0,0,0,4,3,2
E02000466,communal establishment: University,0,0,0,0,0,0,0
E02000466,parents,0,1293,200,108,46,5,1
E02000467,Does not apply,845,7,29,205,452,733,6170
E02000467,Living alone,0,0,0,3,3,3,7
E02000467,Living in another household type,0,37,8,10,11,11,95
E02000467,all student household,0,2,0,0,0,1,14
E02000467,communal establishment: Other,0,0,0,0,0,0,0
E02000467,communal establishment: University,0,0,0,0,0,0,0
E02000467,parents,0,2207,312,196,65,23,6
E02000468,Does not apply,545,0,20,185,331,450,5355
E02000468,Living alone,0,0,0,1,2,2,1
E02000468,Living in another household type,0,15,6,3,3,8,38
E02000468,all student household,0,0,2,1,1,0,4
E02000468,communal establishment: Other,0,0,0,0,0,0,0
E02000468,communal establishment: University,0,0,0,0,0,0,0
E02000468,parents,0,1284,203,124,46,12,2
E02000469,Does not apply,535,2,9,104,262,450,4349
E02000469,Living alone,0,0,0,0,0,0,2
E02000469,Living in another household type,0,17,5,6,13,14,35
E02000469,all student household,0,0,0,0,0,0,6
E02000469,communal establishment: Other,0,0,0,4,1,0,0
E02000469,communal establishment: University,0,0,0,0,0,0,0
E02000469,parents,0,1138,184,89,35,12,4
E02000470,Does not apply,651,8,9,125,337,759,6443
E02000470,Living alone,0,0,0,7,1,2,6
E02000470,Living in another household type,0,20,7,5,8,7,32
E02000470,all student household,0,0,0,0,0,2,7
E02000470,communal establishment: Other,0,0,0,0,0,0,0
E02000470,communal establishment: University,0,0,0,0,0,0,0
E02000470,parents,0,1062,146,119,24,8,1
E02000471,Does not apply,377,0,9,123,298,413,5298
E02000471,Living alone,0,0,0,0,0,0,3
E02000471,Living in another household type,0,16,5,5,2,3,17
E02000471,all student household,0,0,0,0,0,0,4
E02000471,communal establishment: Other,0,0,0,0,0,0,0
E02000471,communal establishment: University,0,0,0,0,0,0,0
E02000471,parents,0,935,162,95,32,8,1
E02000472,Does not apply,558,2,17,144,363,539,6062
E02000472,Living alone,0,0,0,0,0,0,2
E02000472,Living in another household type,0,18,7,7,9,14,29
E02000472,all student household,0,0,0,0,0,1,5
E02000472,communal establishment: Other,0,0,1,0,0,0,0
E02000472,communal establishment: University,0,0,0,0,0,0,0
E02000472,parents,0,1318,221,101,41,7,3
E02000473,Does not apply,671,0,9,161,419,645,6653
E02000473,Living alone,0,0,0,1,1,0,8
E02000473,Living in another household type,0,9,4,8,13,15,42
E02000473,all student household,0,1,0,0,0,0,4
E02000473,communal establishment: Other,0,0,0,0,0,0,0
E02000473,communal establishment: University,0,0,0,0,0,0,0
E02000473,parents,0,1432,207,129,46,13,4
E02000474,Does not apply,671,3,16,126,327,560,5653
E02000474,Living alone,0,0,1,1,0,1,4
E02000474,Living in another household type,0,29,7,12,18,21,66
E02000474,all student household,0,0,0,0,1,0,12
E02000474,communal establishment: Other,0,0,0,0,0,0,0
E02000474,communal establishment: University,0,0,0,0,0,0,0
E02000474,parents,0,1285,211,110,45,10,2
E02000475,Does not apply,572,1,9,118,328,602,6464
E02000475,Living alone,0,0,0,0,1,1,3
E02000475,Living in another household type,0,8,7,5,10,16,25
E02000475,all student household,0,0,0,0,0,1,11
E02000475,communal establishment: Other,0,0,0,0,0,0,0
E02000475,communal establishment: University,0,0,0,0,0,0,0
E02000475,parents,0,1126,168,89,32,9,0
E02000476,Does not apply,730,3,19,103,427,900,5623
E02000476,Living alone,0,0,0,3,2,2,16
E02000476,Living in another household type,0,10,3,8,20,29,85
E02000476,all student household,0,5,3,9,5,17,24
E02000476,communal establishment: Other,0,0,11,0,0,0,1
E02000476,communal establishment: University,0,0,0,0,0,0,0
E02000476,parents,0,1066,140,81,34,9,2
E02000477,Does not apply,522,5,14,140,372,529,6415
E02000477,Living alone,0,0,1,0,0,0,1
E02000477,Living in another household type,0,13,7,3,4,8,34
E02000477,all student household,0,0,3,1,2,1,7
E02000477,communal establishment: Other,0,0,0,0,0,0,0
E02000477,communal establishment: University,0,0,0,0,0,0,0
E02000477,parents,0,1103,192,103,38,7,4
E02000478,Does not apply,239,0,10,82,193,308,4195
E02000478,Living alone,0,0,0,1,1,0,1
E02000478,Living in another household type,0,12,5,1,6,4,14
E02000478,all student household,0,0,0,0,2,0,1
E02000478,communal establishment: Other,0,0,0,2,0,0,0
E02000478,communal establishment: University,0,0,0,0,0,0,0
E02000478,parents,0,644,130,81,43,3,3
E02000479,Does not apply,697,3,17,125,357,702,5744
E02000479,Living alone,0,0,0,2,1,1,9
E02000479,Living in another household type,0,19,5,12,16,24,54
E02000479,all student household,0,0,8,7,4,6,13
E02000479,communal establishment: Other,0,0,2,0,0,0,0
E02000479,communal establishment: University,0,0,0,0,0,0,0
E02000479,parents,0,1221,206,135,48,5,0
E02000480,Does not apply,1137,7,17,192,556,1095,7880
E02000480,Living alone,0,0,0,2,2,2,16
E02000480,Living in another household type,0,37,7,14,20,42,111
E02000480,all student household,0,2,0,7,7,14,37
E02000480,communal establishment: Other,0,0,0,0,0,0,0
E02000480,communal establishment: University,0,0,0,0,0,0,0
E02000480,parents,0,2041,302,187,80,13,6
E02000481,Does not apply,463,0,7,124,331,434,5419
E02000481,Living alone,0,1,0,0,0,0,1
E02000481,Living in another household type,0,6,4,2,1,9,19
E02000481,all student household,0,0,0,0,0,0,3
E02000481,communal establishment: Other,0,0,0,0,0,0,0
E02000481,communal establishment: University,0,0,0,0,0,0,0
E02000481,parents,0,1099,172,102,27,9,4
E02000482,Does not apply,284,0,13,101,229,239,4521
E02000482,Living alone,0,0,0,0,0,0,1
E02000482,Living in another household type,0,4,2,0,1,1,13
E02000482,all student household,0,0,0,0,0,0,0
E02000482,communal establishment: Other,0,0,0,0,0,0,0
E02000482,communal establishment: University,0,0,0,0,0,0,0
E02000482,parents,0,888,173,83,28,6,3
E02000483,Does not apply,439,4,9,119,307,528,5365
E02000483,Living alone,0,0,0,0,2,0,3
E02000483,Living in another household type,0,6,1,4,3,12,25
E02000483,all student household,0,0,0,0,3,1,1
E02000483,communal establishment: Other,0,0,0,0,0,0,0
E02000483,communal establishment: University,0,0,0,0,0,0,0
E02000483,parents,0,902,144,81,33,6,0
E02000484,Does not apply,441,4,9,132,325,527,5585
E02000484,Living alone,0,0,0,0,1,0,1
E02000484,Living in another household type,0,15,2,4,8,9,29
E02000484,all student household,0,0,0,0,5,2,1
E02000484,communal establishment: Other,0,0,0,0,0,0,0
E02000484,communal establishment: University,0,0,0,0,0,0,0
E02000484,parents,0,1029,209,109,39,4,3
E02000485,Does not apply,492,0,11,119,328,520,5571
E02000485,Living alone,0,0,0,0,0,0,1
E02000485,Living in another household type,0,11,5,6,3,9,30
E02000485,all student household,0,0,2,0,0,1,3
E02000485,communal establishment: Other,0,0,0,0,0,0,0
E02000485,communal establishment: University,0,0,0,0,0,0,0
E02000485,parents,0,1087,153,83,27,2,2
E02000486,Does not apply,402,1,14,111,276,459,5009
E02000486,Living alone,0,0,0,1,0,2,4
E02000486,Living in another household type,0,6,5,3,8,4,22
E02000486,all student household,0,0,0,0,6,3,0
E02000486,communal establishment: Other,0,0,0,0,0,0,0
E02000486,communal establishment: University,0,0,0,0,0,0,0
E02000486,parents,0,779,134,83,22,3,2
E02000487,Does not apply,329,1,6,118,299,306,5538
E02000487,Living alone,0,0,0,0,0,0,0
E02000487,Living in another household type,0,11,1,3,1,0,11
E02000487,all student household,0,0,0,3,1,0,0
E02000487,communal establishment: Other,0,0,0,0,0,0,0
E02000487,communal establishment: University,0,0,0,0,0,0,0
E02000487,parents,0,970,178,86,31,11,1
E02000488,Does not apply,394,1,12,124,294,437,5218
E02000488,Living alone,0,0,0,0,1,0,1
E02000488,Living in another household type,0,6,1,2,0,5,18
E02000488,all student household,0,0,0,4,0,0,5
E02000488,communal establishment: Other,0,0,0,0,0,0,0
E02000488,communal establishment: University,0,0,0,0,0,0,0
E02000488,parents,0,833,146,53,23,6,1
E02000489,Does not apply,542,4,13,141,330,476,5482
E02000489,Living alone,0,0,0,1,1,0,4
E02000489,Living in another household type,0,13,2,2,7,8,40
E02000489,all student household,0,0,0,0,0,3,7
E02000489,communal establishment: Other,0,0,0,0,0,0,0
E02000489,communal establishment: University,0,0,0,0,0,0,0
E02000489,parents,0,1204,181,114,29,14,2
E02000490,Does not apply,551,4,7,152,366,526,5278
E02000490,Living alone,0,0,0,1,1,0,4
E02000490,Living in another household type,0,26,5,10,3,15,33
E02000490,all student household,0,4,2,0,0,0,6
E02000490,communal establishment: Other,0,0,0,0,0,0,0
E02000490,communal establishment: University,0,0,0,0,0,0,0
E02000490,parents,0,1110,194,121,34,11,5
E02000491,Does not apply,750,1,16,186,459,719,6168
E02000491,Living alone,0,0,1,2,4,1,8
E02000491,Living in another household type,0,32,13,10,24,18,71
E02000491,all student household,0,2,1,0,1,4,12
E02000491,communal establishment: Other,0,0,0,0,0,0,0
E02000491,communal establishment: University,0,0,0,0,0,0,0
E02000491,parents,0,1607,270,166,76,12,3
E02000492,Does not apply,350,2,13,125,267,440,4496
E02000492,Living alone,0,0,0,0,0,0,0
E02000492,Living in another household type,0,23,3,2,2,7,31
E02000492,all student household,0,0,0,0,0,0,6
E02000492,communal establishment: Other,0,3,1,0,0,0,0
E02000492,communal establishment: University,0,0,0,0,0,0,0
E02000492,parents,0,829,137,60,22,3,1
E02000493,Does not apply,493,2,7,96,274,470,3951
E02000493,Living alone,0,0,0,0,2,0,6
E02000493,Living in another household type,0,13,6,3,3,9,40
E02000493,all student household,0,0,0,0,0,1,16
E02000493,communal establishment: Other,0,0,0,0,0,0,0
E02000493,communal establishment: University,0,0,0,0,0,0,0
E02000493,parents,0,1047,163,90,36,4,2
E02000494,Does not apply,375,3,2,28,185,357,5640
E02000494,Living alone,0,0,0,0,2,2,4
E02000494,Living in another household type,0,8,3,3,4,4,24
E02000494,all student household,0,0,0,1,6,0,3
E02000494,communal establishment: Other,0,0,0,1,0,0,0
E02000494,communal establishment: University,0,0,0,0,3,4,2
E02000494,parents,0,988,162,99,44,4,1
E02000495,Does not apply,611,3,9,93,293,655,6758
E02000495,Living alone,0,0,1,1,4,2,4
E02000495,Living in another household type,0,19,1,4,17,22,45
E02000495,all student household,0,2,0,12,39,5,26
E02000495,communal establishment: Other,0,3,0,0,0,0,0
E02000495,communal establishment: University,0,0,0,0,0,0,0
E02000495,parents,0,1391,207,97,60,21,3
E02000496,Does not apply,408,3,20,112,278,436,5206
E02000496,Living alone,0,0,0,1,1,0,3
E02000496,Living in another household type,0,10,1,4,9,3,20
E02000496,all student household,0,0,0,1,1,1,3
E02000496,communal establishment: Other,0,0,0,0,0,0,2
E02000496,communal establishment: University,0,0,0,0,0,0,0
E02000496,parents,0,990,176,78,21,5,0
E02000497,Does not apply,537,2,13,99,341,508,6200
E02000497,Living alone,0,0,0,2,2,2,4
E02000497,Living in another household type,0,12,3,4,6,9,27
E02000497,all student household,0,0,0,3,3,2,4
E02000497,communal establishment: Other,0,0,0,0,0,0,2
E02000497,communal establishment: University,0,0,0,0,0,0,0
E02000497,parents,0,1363,176,135,60,7,3
E02000498,Does not apply,383,3,9,72,199,317,4331
E02000498,Living alone,0,0,0,0,0,0,1
E02000498,Living in another household type,0,7,1,3,7,2,12
E02000498,all student household,0,0,0,0,1,2,2
E02000498,communal establishment: Other,0,0,0,0,0,0,0
E02000498,communal establishment: University,0,0,0,0,0,0,0
E02000498,parents,0,807,142,57,19,5,1
E02000499,Does not apply,388,0,4,80,261,342,5289
E02000499,Living alone,0,0,0,0,1,3,2
E02000499,Living in another household type,0,13,7,11,10,14,24
E02000499,all student household,0,2,0,5,4,0,4
E02000499,communal establishment: Other,0,0,0,0,0,0,0
E02000499,communal establishment: University,0,0,0,0,0,0,0
E02000499,parents,0,956,156,104,37,14,1
E02000500,Does not apply,385,2,13,74,315,472,5604
E02000500,Living alone,0,0,0,0,0,1,5
E02000500,Living in another household type,0,11,1,3,7,10,21
E02000500,all student household,0,2,0,3,69,4,5
E02000500,communal establishment: Other,0,0,0,0,0,0,0
E02000500,communal establishment: University,0,0,0,0,0,0,0
E02000500,parents,0,958,158,101,42,7,2
E02000501,Does not apply,496,2,5,95,249,460,5621
E02000501,Living alone,0,0,0,0,1,1,4
E02000501,Living in another household type,0,23,2,4,5,13,19
E02000501,all student household,0,0,0,1,2,0,8
E02000501,communal establishment: Other,0,0,0,0,0,0,0
E02000501,communal establishment: University,0,0,0,0,0,0,0
E02000501,parents,0,1147,172,87,51,8,0
E02000502,Does not apply,671,2,7,83,258,564,5698
E02000502,Living alone,0,0,0,0,3,1,2
E02000502,Living in another household type,0,14,3,2,4,17,38
E02000502,all student household,0,0,0,1,6,2,5
E02000502,communal establishment: Other,0,0,0,0,0,0,0
E02000502,communal establishment: University,0,0,0,0,0,0,0
E02000502,parents,0,1215,165,112,43,10,1
E02000503,Does not apply,602,1,11,134,291,479,5681
E02000503,Living alone,0,0,0,0,0,0,4
E02000503,Living in another household type,0,11,6,5,12,9,25
E02000503,all student household,0,0,0,5,7,0,1
E02000503,communal establishment: Other,0,0,0,0,0,0,0
E02000503,communal establishment: University,0,0,0,0,0,0,0
E02000503,parents,0,1130,161,103,30,4,0
E02000504,Does not apply,412,5,3,90,238,359,5135
E02000504,Living alone,0,0,0,0,1,0,0
E02000504,Living in another household type,0,12,3,4,7,6,11
E02000504,all student household,0,0,0,6,1,0,3
E02000504,communal establishment: Other,0,0,0,0,0,0,0
E02000504,communal establishment: University,0,0,0,0,0,0,0
E02000504,parents,0,1070,149,85,35,7,3
E02000506,Does not apply,382,2,5,72,239,440,5417
E02000506,Living alone,0,0,1,0,3,0,3
E02000506,Living in another household type,0,22,1,7,14,5,21
E02000506,all student household,0,0,0,7,5,2,0
E02000506,communal establishment: Other,0,0,0,0,0,0,0
E02000506,communal establishment: University,0,0,0,0,0,0,0
E02000506,parents,0,978,175,108,53,6,3
E02000507,Does not apply,525,2,10,110,352,427,5030
E02000507,Living alone,0,0,0,1,1,3,2
E02000507,Living in another household type,0,19,6,3,9,4,22
E02000507,all student household,0,0,0,1,4,1,2
E02000507,communal establishment: Other,0,0,0,0,0,0,0
E02000507,communal establishment: University,0,0,0,0,0,0,0
E02000507,parents,0,1292,208,146,50,7,2
E02000508,Does not apply,809,5,48,108,403,761,6254
E02000508,Living alone,0,0,1,8,16,15,13
E02000508,Living in another household type,0,12,14,38,49,46,79
E02000508,all student household,0,2,1,59,90,21,14
E02000508,communal establishment: Other,0,0,0,22,3,0,0
E02000508,communal establishment: University,0,0,8,968,326,66,21
E02000508,parents,0,1319,163,127,51,11,2
E02000509,Does not apply,616,2,8,99,323,722,4775
E02000509,Living alone,0,0,1,13,16,12,7
E02000509,Living in another household type,0,23,10,54,48,40,55
E02000509,all student household,0,0,0,111,159,31,20
E02000509,communal establishment: Other,0,0,3,7,5,4,4
E02000509,communal establishment: University,0,0,3,905,930,122,54
E02000509,parents,0,1060,167,106,38,6,3
E02000510,Does not apply,515,5,12,107,353,530,5661
E02000510,Living alone,0,1,0,4,8,0,2
E02000510,Living in another household type,0,25,3,10,21,20,39
E02000510,all student household,0,0,0,42,45,10,9
E02000510,communal establishment: Other,0,6,2,2,0,0,5
E02000510,communal establishment: University,0,0,0,0,0,0,0
E02000510,parents,0,1250,192,151,70,13,2
E02000511,Does not apply,636,2,5,132,384,612,5970
E02000511,Living alone,0,0,1,0,3,0,1
E02000511,Living in another household type,0,29,13,24,16,13,45
E02000511,all student household,0,0,0,0,0,0,4
E02000511,communal establishment: Other,0,0,0,0,0,0,0
E02000511,communal establishment: University,0,0,0,0,0,0,0
E02000511,parents,0,1464,263,193,93,14,2
E02000512,Does not apply,630,3,16,130,363,570,5099
E02000512,Living alone,0,0,0,3,3,2,7
E02000512,Living in another household type,0,33,5,19,29,27,39
E02000512,all student household,0,1,2,10,15,8,7
E02000512,communal establishment: Other,0,0,0,0,0,0,0
E02000512,communal establishment: University,0,0,0,0,0,0,0
E02000512,parents,0,1340,214,165,73,12,0
E02000513,Does not apply,801,6,11,123,302,637,5391
E02000513,Living alone,0,0,0,2,2,1,5
E02000513,Living in another household type,0,20,4,7,23,16,39
E02000513,all student household,0,0,1,9,10,1,15
E02000513,communal establishment: Other,0,0,0,0,0,0,0
E02000513,communal establishment: University,0,0,0,0,0,0,0
E02000513,parents,0,1765,253,194,99,16,3
E02000514,Does not apply,706,1,8,80,382,689,6134
E02000514,Living alone,0,0,0,1,3,2,2
E02000514,Living in another household type,0,36,11,20,42,18,50
E02000514,all student household,0,0,1,105,36,5,5
E02000514,communal establishment: Other,0,0,0,0,0,0,0
E02000514,communal establishment: University,0,0,0,0,0,0,0
E02000514,parents,0,1699,274,247,107,7,4
E02000515,Does not apply,1062,4,12,155,492,1095,7529
E02000515,Living alone,0,0,0,7,29,9,16
E02000515,Living in another household type,0,22,7,17,51,36,66
E02000515,all student household,0,0,1,159,171,24,12
E02000515,communal establishment: Other,0,0,0,0,0,0,0
E02000515,communal establishment: University,0,0,0,0,0,0,0
E02000515,parents,0,1775,241,165,112,10,1
E02000516,Does not apply,549,4,7,80,332,525,5113
E02000516,Living alone,0,0,0,0,1,0,1
E02000516,Living in another household type,0,30,7,20,23,17,38
E02000516,all student household,0,1,0,4,0,0,5
E02000516,communal establishment: Other,0,0,0,0,0,0,0
E02000516,communal establishment: University,0,0,0,0,0,0,0
E02000516,parents,0,1358,233,189,88,11,3
E02000517,Does not apply,730,5,15,119,387,699,5942
E02000517,Living alone,0,0,0,0,2,1,3
E02000517,Living in another household type,0,41,12,12,17,17,50
E02000517,all student household,0,0,0,10,9,4,2
E02000517,communal establishment: Other,0,0,11,0,0,0,0
E02000517,communal establishment: University,0,0,0,0,0,0,0
E02000517,parents,0,1753,286,225,92,16,5
E02000518,Does not apply,802,1,22,123,376,671,5402
E02000518,Living alone,0,0,0,1,1,3,4
E02000518,Living in another household type,0,29,6,10,23,16,35
E02000518,all student household,0,0,0,22,29,4,12
E02000518,communal establishment: Other,0,0,0,0,0,0,0
E02000518,communal establishment: University,0,0,0,0,0,0,0
E02000518,parents,0,1421,290,245,60,14,3
E02000519,Does not apply,590,5,14,116,333,550,5479
E02000519,Living alone,0,0,0,2,4,0,4
E02000519,Living in another household type,0,39,7,20,67,21,35
E02000519,all student household,0,2,4,3,4,2,14
E02000519,communal establishment: Other,0,0,0,0,1,0,0
E02000519,communal establishment: University,0,0,0,0,0,0,0
E02000519,parents,0,1605,241,237,126,20,7
E02000520,Does not apply,1019,11,11,145,520,1057,7982
E02000520,Living alone,0,0,2,2,13,2,5
E02000520,Living in another household type,0,61,19,32,46,32,53
E02000520,all student household,0,2,4,18,28,14,14
E02000520,communal establishment: Other,0,0,0,0,0,0,2
E02000520,communal establishment: University,0,0,0,0,0,0,0
E02000520,parents,0,2180,342,273,148,16,9
E02000521,Does not apply,1030,4,23,168,481,956,7429
E02000521,Living alone,0,0,0,3,4,2,6
E02000521,Living in another household type,0,50,16,23,24,35,66
E02000521,all student household,0,3,0,14,11,10,13
E02000521,communal establishment: Other,0,1,2,3,0,0,2
E02000521,communal establishment: University,0,0,0,0,0,0,0
E02000521,parents,0,2038,325,271,129,24,3
E02000522,Does not apply,676,4,6,116,379,606,5720
E02000522,Living alone,0,0,0,4,2,2,3
E02000522,Living in another household type,0,27,8,10,25,29,44
E02000522,all student household,0,0,3,6,10,1,8
E02000522,communal establishment: Other,0,0,5,3,0,0,0
E02000522,communal establishment: University,0,0,0,1,2,0,0
E02000522,parents,0,1474,202,129,52,17,2
E02000523,Does not apply,721,4,5,141,477,874,6586
E02000523,Living alone,0,0,0,4,9,8,6
E02000523,Living in another household type,0,37,6,29,79,48,58
E02000523,all student household,0,5,0,17,11,6,10
E02000523,communal establishment: Other,0,0,6,5,0,0,0
E02000523,communal establishment: University,0,0,0,0,0,0,0
E02000523,parents,0,1564,244,244,121,33,1
E02000524,Does not apply,494,3,7,95,312,570,4649
E02000524,Living alone,0,0,0,1,5,0,7
E02000524,Living in another household type,0,14,3,13,14,19,40
E02000524,all student household,0,0,0,3,9,2,20
E02000524,communal establishment: Other,0,0,0,0,1,2,2
E02000524,communal establishment: University,0,0,0,0,0,0,0
E02000524,parents,0,967,122,92,65,10,2
E02000525,Does not apply,708,9,11,126,357,745,5814
E02000525,Living alone,0,0,1,3,5,4,9
E02000525,Living in another household type,0,36,6,6,19,25,55
E02000525,all student household,0,0,0,1,3,1,9
E02000525,communal establishment: Other,0,0,0,0,0,0,0
E02000525,communal establishment: University,0,0,0,0,0,0,0
E02000525,parents,0,1611,243,158,73,23,3
E02000526,Does not apply,408,0,1,70,237,569,5717
E02000526,Living alone,0,1,1,5,2,24,3
E02000526,Living in another household type,0,12,3,10,20,24,29
E02000526,all student household,0,0,0,24,44,2,2
E02000526,communal establishment: Other,0,0,0,0,0,0,1
E02000526,communal establishment: University,0,0,0,0,0,0,0
E02000526,parents,0,1048,206,125,43,5,1
E02000529,Does not apply,646,4,4,76,348,643,5753
E02000529,Living alone,0,0,0,1,1,0,3
E02000529,Living in another household type,0,38,7,28,33,19,41
E02000529,all student household,0,0,0,1,18,7,3
E02000529,communal establishment: Other,0,0,0,0,0,0,0
E02000529,communal establishment: University,0,0,0,0,0,0,0
E02000529,parents,0,1470,229,233,94,14,2
E02000530,Does not apply,577,4,9,97,329,481,4441
E02000530,Living alone,0,0,0,1,5,3,1
E02000530,Living in another household type,0,47,9,12,19,14,37
E02000530,all student household,0,0,1,2,7,2,4
E02000530,communal establishment: Other,0,0,0,0,0,0,0
E02000530,communal establishment: University,0,0,0,0,0,0,0
E02000530,parents,0,1447,228,211,97,18,5
E02000531,Does not apply,702,4,10,99,357,825,7434
E02000531,Living alone,0,0,0,1,8,0,15
E02000531,Living in another household type,0,15,4,14,40,32,60
E02000531,all student household,0,4,3,22,34,7,12
